onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	4	0	NaN	0	NaN
11.221	3	4	0	NaN	0	NaN
22.585000000000001	3	2	1	0.98899999999999999	0	NaN
33.601999999999997	3	3	0	NaN	0	NaN
44.423999999999999	3	3	0	NaN	0	NaN
55.186	3	6	1	1.238	0	NaN
66.540999999999997	3	7	1	0.97499999999999998	0	NaN
77.058999999999997	3	3	0	NaN	0	NaN
87.730000000000004	3	2	1	1.3200000000000001	0	NaN
98.635000000000005	3	2	1	0.99199999999999999	0	NaN
109.86	3	6	1	1.4610000000000001	0	NaN
120.886	3	2	1	1.0209999999999999	0	NaN
131.43199999999999	3	2	1	0.98599999999999999	0	NaN
142.154	3	1	1	1.0469999999999999	0	NaN
152.99799999999999	3	6	1	1.133	0	NaN
164.33099999999999	3	5	0	NaN	0	NaN
175.12799999999999	3	4	0	NaN	0	NaN
186.62799999999999	3	2	1	2.9420000000000002	0	NaN
197.71299999999999	3	2	1	1.4670000000000001	0	NaN
208.501	3	4	0	NaN	0	NaN
219.333	3	2	1	1.0880000000000001	0	NaN
230.11699999999999	3	3	0	NaN	0	NaN
241.24199999999999	3	1	0	NaN	0	NaN
252.00200000000001	3	4	0	NaN	0	NaN
263.24200000000002	3	7	0	NaN	0	NaN
274.10500000000002	3	3	0	NaN	0	NaN
285.12099999999998	3	4	0	NaN	0	NaN
296.33600000000001	3	2	1	1.145	0	NaN
306.95400000000001	3	7	1	2.6949999999999998	0	NaN
317.59500000000003	3	2	1	1.5269999999999999	0	NaN
328.56099999999998	3	2	1	1.0680000000000001	0	NaN
339.19900000000001	3	4	0	NaN	0	NaN
350.66899999999998	3	4	0	NaN	0	NaN
362.30900000000003	3	2	1	1.1970000000000001	0	NaN
373.392	3	4	0	NaN	0	NaN
384.39299999999997	3	3	0	NaN	0	NaN
395.63600000000002	3	3	0	NaN	0	NaN
406.39999999999998	3	2	1	1.677	0	NaN
