onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	6	1	1.1819999999999999	0	NaN
10.638	3	4	0	NaN	0	NaN
21.952999999999999	3	1	0	NaN	0	NaN
33.262999999999998	3	2	1	0.97799999999999998	0	NaN
43.731999999999999	3	5	0	NaN	0	NaN
54.813000000000002	3	2	1	1.74	0	NaN
65.5	3	6	1	1.2410000000000001	0	NaN
76.561000000000007	3	2	1	1.2350000000000001	0	NaN
87.198999999999998	3	6	1	2.073	0	NaN
98.450999999999993	3	4	0	NaN	0	NaN
109.88800000000001	3	6	1	1.833	0	NaN
120.628	3	4	0	NaN	0	NaN
131.78	3	5	0	NaN	0	NaN
143.119	3	3	0	NaN	0	NaN
154.58600000000001	3	1	0	NaN	0	NaN
165.815	3	2	1	1.0980000000000001	0	NaN
176.72800000000001	3	2	1	1.754	0	NaN
187.40299999999999	3	1	0	NaN	0	NaN
198.50299999999999	3	7	0	NaN	0	NaN
209.869	3	4	0	NaN	0	NaN
221.35300000000001	3	1	0	NaN	0	NaN
232.71799999999999	3	6	1	1.3140000000000001	0	NaN
243.09200000000001	3	2	1	1.327	0	NaN
254.126	3	2	1	1.8120000000000001	0	NaN
264.92599999999999	3	6	1	1.2689999999999999	0	NaN
275.72000000000003	3	4	0	NaN	0	NaN
286.49099999999999	3	5	0	NaN	0	NaN
297.94	3	5	0	NaN	0	NaN
308.90899999999999	3	2	1	1.127	0	NaN
319.49799999999999	3	2	1	1.645	0	NaN
330.202	3	4	0	NaN	0	NaN
341.21499999999997	3	6	1	1.8069999999999999	0	NaN
352.11500000000001	3	6	1	1.044	0	NaN
363.03800000000001	3	6	1	0.98599999999999999	0	NaN
373.80500000000001	3	3	0	NaN	0	NaN
384.86500000000001	3	6	1	1.042	0	NaN
395.726	3	6	1	0.82899999999999996	0	NaN
406.73500000000001	3	6	1	0.99299999999999999	0	NaN
