onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	5	0	NaN	0	NaN
11.481999999999999	3	2	0	NaN	0	NaN
22.295999999999999	3	6	0	NaN	1	28.629000000000001
33.612000000000002	3	1	0	NaN	0	NaN
45.220999999999997	3	4	0	NaN	0	NaN
56.325000000000003	3	2	0	NaN	1	62.716000000000001
67.394999999999996	3	7	0	NaN	0	NaN
78.481999999999999	3	6	1	3.0299999999999998	0	NaN
89.534999999999997	3	6	0	NaN	1	95.856999999999999
100.70099999999999	3	1	0	NaN	0	NaN
111.56999999999999	3	7	0	NaN	0	NaN
123.145	3	4	0	NaN	0	NaN
134.476	3	6	0	NaN	1	140.79499999999999
146.27099999999999	3	6	1	1.847	0	NaN
157.066	3	2	0	NaN	1	163.38800000000001
168.81800000000001	3	2	1	2.226	0	NaN
179.17400000000001	3	4	0	NaN	0	NaN
190.44999999999999	3	4	0	NaN	0	NaN
201.88200000000001	3	6	1	1.948	0	NaN
212.47300000000001	3	6	1	2.2109999999999999	0	NaN
223.76499999999999	3	6	1	2.0739999999999998	0	NaN
234.87899999999999	3	2	1	1.9830000000000001	0	NaN
246.05000000000001	3	6	0	NaN	1	252.39699999999999
257.43599999999998	3	4	0	NaN	0	NaN
268.875	3	6	1	1.4219999999999999	0	NaN
279.55000000000001	3	6	1	1.698	0	NaN
290.12200000000001	3	4	0	NaN	0	NaN
301.09300000000002	3	4	0	NaN	0	NaN
312.31799999999998	3	5	0	NaN	0	NaN
323.78500000000003	3	4	0	NaN	0	NaN
334.726	3	2	0	NaN	1	341.03800000000001
345.90899999999999	3	6	1	1.7250000000000001	0	NaN
357.09800000000001	3	2	1	1.827	0	NaN
368.07799999999997	3	4	0	NaN	0	NaN
379.69600000000003	3	7	0	NaN	0	NaN
390.51299999999998	3	6	0	NaN	1	396.84399999999999
402.18400000000003	3	2	1	1.143	0	NaN
413.20499999999998	3	7	0	NaN	0	NaN
