onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	4	0	NaN	0	NaN
10.728	3	2	0	NaN	1	17.074000000000002
22.309000000000001	3	4	0	NaN	0	NaN
33.893000000000001	3	2	1	1.4299999999999999	0	NaN
44.597999999999999	3	4	0	NaN	0	NaN
55.901000000000003	3	6	1	2.0259999999999998	0	NaN
66.605999999999995	3	4	0	NaN	0	NaN
77.477000000000004	3	4	0	NaN	0	NaN
88.882999999999996	3	2	1	1.5609999999999999	0	NaN
99.959000000000003	3	4	0	NaN	0	NaN
110.863	3	4	0	NaN	0	NaN
122.095	3	3	0	NaN	0	NaN
133.167	3	4	0	NaN	0	NaN
143.905	3	2	1	1.1519999999999999	0	NaN
154.28800000000001	3	2	1	2.0670000000000002	0	NaN
165.14699999999999	3	4	0	NaN	0	NaN
176.08699999999999	3	2	0	NaN	1	182.453
187.28399999999999	3	4	0	NaN	0	NaN
198.24199999999999	3	6	1	1.5369999999999999	0	NaN
208.78800000000001	3	5	0	NaN	0	NaN
219.874	3	2	1	1.6899999999999999	0	NaN
230.93100000000001	3	2	1	1.409	0	NaN
241.489	3	6	1	1.4530000000000001	0	NaN
252.517	3	2	1	1.8360000000000001	0	NaN
263.32299999999998	3	6	1	1.335	0	NaN
274.12200000000001	3	6	1	1.9219999999999999	0	NaN
284.65899999999999	3	2	1	1.6579999999999999	0	NaN
295.21899999999999	3	6	0	NaN	1	301.55599999999998
306.68200000000002	3	4	0	NaN	0	NaN
317.62099999999998	3	6	1	2.2919999999999998	0	NaN
328.548	3	4	0	NaN	0	NaN
340.13	3	6	1	1.4630000000000001	0	NaN
351.19400000000002	3	2	1	1.4890000000000001	0	NaN
362.24099999999999	3	2	1	1.5720000000000001	0	NaN
373.55599999999998	3	6	1	1.3580000000000001	0	NaN
384.70100000000002	3	6	1	1.7689999999999999	0	NaN
395.68700000000001	3	4	0	NaN	0	NaN
407.31400000000002	3	4	0	NaN	0	NaN
