onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	4	0	NaN	0	NaN
11.057	3	2	1	1.085	0	NaN
22.103999999999999	3	4	0	NaN	0	NaN
33.442	3	2	1	1.2030000000000001	0	NaN
44.265000000000001	3	4	0	NaN	0	NaN
54.920999999999999	3	6	1	1.444	0	NaN
65.620000000000005	3	4	0	NaN	0	NaN
76.689999999999998	3	4	0	NaN	0	NaN
87.596999999999994	3	2	1	0.96099999999999997	0	NaN
98.123999999999995	3	4	0	NaN	0	NaN
109.59	3	4	0	NaN	0	NaN
120.65300000000001	3	3	1	1.2989999999999999	0	NaN
131.89699999999999	3	4	0	NaN	0	NaN
142.947	3	2	1	1.6599999999999999	0	NaN
154.101	3	2	1	1.3440000000000001	0	NaN
164.84200000000001	3	4	0	NaN	0	NaN
176.298	3	2	1	1.6220000000000001	0	NaN
187.41300000000001	3	4	0	NaN	0	NaN
198.46299999999999	3	6	1	1.5660000000000001	0	NaN
209.029	3	5	0	NaN	0	NaN
220.46100000000001	3	2	1	1.276	0	NaN
231.76900000000001	3	2	1	1.423	0	NaN
242.458	3	6	1	1.276	0	NaN
253.49000000000001	3	2	1	1.371	0	NaN
264.29899999999998	3	6	1	1.5740000000000001	0	NaN
275.50299999999999	3	6	1	1.214	0	NaN
286.61900000000003	3	2	1	0.92400000000000004	0	NaN
297.17399999999998	3	6	1	1.0940000000000001	0	NaN
308.40199999999999	3	4	0	NaN	0	NaN
320.03300000000002	3	6	1	1.6599999999999999	0	NaN
330.91899999999998	3	4	0	NaN	0	NaN
342.44499999999999	3	6	1	1.659	0	NaN
353.39400000000001	3	2	1	1.3169999999999999	0	NaN
363.911	3	2	1	1.1519999999999999	0	NaN
374.48500000000001	3	6	1	1.1200000000000001	0	NaN
385.25999999999999	3	6	1	1.3080000000000001	0	NaN
396.37599999999998	3	4	0	NaN	0	NaN
407.86000000000001	3	4	0	NaN	0	NaN
