onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	4	0	NaN	0	NaN
10.942	3	4	0	NaN	0	NaN
22.196999999999999	3	2	1	1.2290000000000001	0	NaN
33.021999999999998	3	3	0	NaN	0	NaN
44.021999999999998	3	3	0	NaN	0	NaN
55.478999999999999	3	6	1	1.6060000000000001	0	NaN
66.418999999999997	3	7	0	NaN	0	NaN
77.614999999999995	3	3	0	NaN	0	NaN
89.153000000000006	3	2	1	1.575	0	NaN
99.783000000000001	3	2	1	1.232	0	NaN
110.886	3	6	1	1.415	0	NaN
121.982	3	2	1	1.946	0	NaN
132.714	3	2	1	1.573	0	NaN
143.636	3	1	0	NaN	0	NaN
154.36600000000001	3	6	1	1.121	0	NaN
164.75899999999999	3	5	0	NaN	0	NaN
175.94800000000001	3	4	0	NaN	0	NaN
187.37799999999999	3	2	1	1.266	0	NaN
198.66399999999999	3	2	1	1.605	0	NaN
209.142	3	4	0	NaN	0	NaN
220.35300000000001	3	2	1	1.8600000000000001	0	NaN
231.172	3	3	0	NaN	0	NaN
241.852	3	1	0	NaN	0	NaN
252.839	3	4	0	NaN	0	NaN
263.637	3	7	0	NaN	0	NaN
275.06700000000001	3	3	0	NaN	0	NaN
286.02600000000001	3	4	0	NaN	0	NaN
297.17500000000001	3	2	1	1.625	0	NaN
307.68900000000002	3	7	0	NaN	0	NaN
318.93200000000002	3	2	1	1.0860000000000001	0	NaN
329.57299999999998	3	2	1	1.181	0	NaN
340.58499999999998	3	4	0	NaN	0	NaN
351.90499999999997	3	4	0	NaN	0	NaN
363.30399999999997	3	2	1	1.399	0	NaN
374.101	3	4	0	NaN	0	NaN
384.81099999999998	3	3	0	NaN	0	NaN
395.66399999999999	3	3	1	2.4140000000000001	0	NaN
406.923	3	2	1	1.452	0	NaN
