onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	5	0	NaN	0	NaN
11.67	3	2	0	NaN	0	NaN
22.413	3	6	0	NaN	1	28.745000000000001
34.145000000000003	3	1	0	NaN	0	NaN
45.380000000000003	3	4	0	NaN	0	NaN
56.093000000000004	3	2	0	NaN	1	62.402000000000001
67.155000000000001	3	7	0	NaN	0	NaN
78.334000000000003	3	6	0	NaN	0	NaN
89.888000000000005	3	6	1	2.4350000000000001	0	NaN
101.21299999999999	3	1	0	NaN	0	NaN
112.014	3	7	0	NaN	0	NaN
123.623	3	4	0	NaN	0	NaN
135.196	3	6	0	NaN	1	141.55000000000001
146.51300000000001	3	6	1	1.204	0	NaN
157.666	3	2	0	NaN	1	163.96799999999999
168.56200000000001	3	2	1	1.1279999999999999	0	NaN
179.32900000000001	3	4	0	NaN	0	NaN
190.85599999999999	3	4	0	NaN	0	NaN
202.28399999999999	3	6	1	1.472	0	NaN
213.601	3	6	1	1.8100000000000001	0	NaN
224.61000000000001	3	6	1	1.448	0	NaN
235.00399999999999	3	2	1	1.3089999999999999	0	NaN
246.20400000000001	3	6	1	1.5389999999999999	0	NaN
257.48500000000001	3	4	0	NaN	0	NaN
268.791	3	6	1	1.861	0	NaN
279.89600000000002	3	6	1	2.548	0	NaN
291.01499999999999	3	4	0	NaN	0	NaN
302.05700000000002	3	4	0	NaN	0	NaN
313.375	3	5	0	NaN	0	NaN
324.20299999999997	3	4	0	NaN	0	NaN
335.54399999999998	3	2	1	1.244	0	NaN
345.91699999999997	3	6	1	1.9590000000000001	0	NaN
356.54399999999998	3	2	1	0.98799999999999999	0	NaN
366.93099999999998	3	4	0	NaN	0	NaN
377.66800000000001	3	7	0	NaN	0	NaN
389.12400000000002	3	6	1	1.534	0	NaN
400.16399999999999	3	2	1	1.0960000000000001	0	NaN
410.81799999999998	3	7	0	NaN	0	NaN
