onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	4	0	NaN	0	NaN
11.118	3	2	1	1.026	0	NaN
21.902999999999999	3	4	0	NaN	0	NaN
33.387	3	2	1	1.351	0	NaN
43.834000000000003	3	4	0	NaN	0	NaN
54.613	3	6	1	1.276	0	NaN
65.141000000000005	3	4	0	NaN	0	NaN
76.180000000000007	3	4	0	NaN	0	NaN
87.694000000000003	3	2	1	1.081	0	NaN
98.888999999999996	3	4	0	NaN	0	NaN
109.608	3	4	0	NaN	0	NaN
120.667	3	3	0	NaN	0	NaN
131.84700000000001	3	4	0	NaN	0	NaN
142.934	3	2	1	0.755	0	NaN
153.95099999999999	3	2	1	1.385	0	NaN
164.93100000000001	3	4	0	NaN	0	NaN
175.87299999999999	3	2	1	1.2210000000000001	0	NaN
186.66900000000001	3	4	0	NaN	0	NaN
197.33199999999999	3	6	1	1.4750000000000001	0	NaN
208.67699999999999	3	5	0	NaN	0	NaN
219.49299999999999	3	2	1	1.034	0	NaN
229.96799999999999	3	2	1	1.242	0	NaN
240.70400000000001	3	6	1	1.236	0	NaN
251.25	3	2	1	0.96199999999999997	0	NaN
262.09899999999999	3	6	1	0.99099999999999999	0	NaN
272.76299999999998	3	6	1	1.149	0	NaN
284.07799999999997	3	2	1	1.0369999999999999	0	NaN
295.35899999999998	3	6	1	0.99299999999999999	0	NaN
305.77100000000002	3	4	0	NaN	0	NaN
317.142	3	6	1	0.95499999999999996	0	NaN
327.76499999999999	3	4	0	NaN	0	NaN
338.83999999999997	3	6	1	1.2410000000000001	0	NaN
349.74799999999999	3	2	1	1.296	0	NaN
361.05399999999997	3	2	1	1.1539999999999999	0	NaN
371.83100000000002	3	6	1	1.288	0	NaN
383.178	3	6	1	1.198	0	NaN
393.84899999999999	3	4	0	NaN	0	NaN
405.23899999999998	3	4	0	NaN	0	NaN
