onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	5	0	NaN	0	NaN
11.034000000000001	3	2	0	NaN	0	NaN
22.236000000000001	3	6	0	NaN	1	28.588999999999999
33.722000000000001	3	1	0	NaN	0	NaN
44.536000000000001	3	4	1	1.861	0	NaN
55.808999999999997	3	2	0	NaN	1	62.171999999999997
67.301000000000002	3	7	0	NaN	0	NaN
78.134	3	6	1	2.0819999999999999	0	NaN
89.058999999999997	3	6	0	NaN	1	95.385999999999996
100.852	3	1	0	NaN	0	NaN
112.309	3	7	1	1.0860000000000001	0	NaN
123.351	3	4	1	1.8799999999999999	0	NaN
134.178	3	6	1	2.153	0	NaN
144.797	3	6	1	2.3860000000000001	0	NaN
155.738	3	2	0	NaN	1	162.08099999999999
166.83500000000001	3	2	1	2.4590000000000001	0	NaN
177.55600000000001	3	4	0	NaN	0	NaN
189.149	3	4	0	NaN	0	NaN
200.696	3	6	0	NaN	0	NaN
212.136	3	6	0	NaN	0	NaN
223.69399999999999	3	6	0	NaN	1	230.05000000000001
234.745	3	2	1	1.603	0	NaN
245.66	3	6	0	NaN	1	252.00200000000001
257.125	3	4	1	1.55	0	NaN
268.39299999999997	3	6	0	NaN	1	274.72300000000001
279.87799999999999	3	6	1	1.5189999999999999	0	NaN
290.64400000000001	3	4	0	NaN	0	NaN
302.02699999999999	3	4	0	NaN	0	NaN
313.49799999999999	3	5	0	NaN	0	NaN
324.76799999999997	3	4	0	NaN	0	NaN
335.51299999999998	3	2	0	NaN	1	341.83600000000001
347.23599999999999	3	6	0	NaN	1	353.56700000000001
358.09100000000001	3	2	1	1.266	0	NaN
368.983	3	4	1	1.3660000000000001	0	NaN
379.471	3	7	0	NaN	0	NaN
390.51499999999999	3	6	1	1.6830000000000001	0	NaN
401.71499999999997	3	2	1	1.9470000000000001	0	NaN
412.32299999999998	3	7	0	NaN	0	NaN
