onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	4	0	NaN	0	NaN
11.101000000000001	3	2	1	1.27	0	NaN
21.847000000000001	3	4	0	NaN	0	NaN
33.030999999999999	3	2	1	1.8100000000000001	0	NaN
44.183999999999997	3	4	0	NaN	0	NaN
54.932000000000002	3	6	1	1.2370000000000001	0	NaN
66.102000000000004	3	4	0	NaN	0	NaN
77.605999999999995	3	4	0	NaN	0	NaN
88.644999999999996	3	2	1	2.1589999999999998	0	NaN
99.427999999999997	3	4	0	NaN	0	NaN
110.648	3	4	0	NaN	0	NaN
121.979	3	3	0	NaN	0	NaN
133.322	3	4	0	NaN	0	NaN
144.71600000000001	3	2	0	NaN	1	151.05799999999999
155.93600000000001	3	2	1	1.6240000000000001	0	NaN
166.726	3	4	0	NaN	0	NaN
178.31999999999999	3	2	1	2.649	0	NaN
189.24100000000001	3	4	0	NaN	0	NaN
200.745	3	6	1	1.7470000000000001	0	NaN
211.37799999999999	3	5	1	2.327	0	NaN
222.364	3	2	0	NaN	1	228.69800000000001
233.77500000000001	3	2	1	1.034	0	NaN
245.09399999999999	3	6	1	1.1459999999999999	0	NaN
255.53800000000001	3	2	1	2.2069999999999999	0	NaN
266.39499999999998	3	6	0	NaN	1	272.72199999999998
277.72199999999998	3	6	1	1.0309999999999999	0	NaN
288.166	3	2	1	2.0249999999999999	0	NaN
299.45400000000001	3	6	1	2.528	0	NaN
310.68799999999999	3	4	0	NaN	0	NaN
321.76600000000002	3	6	1	1.786	0	NaN
332.904	3	4	0	NaN	0	NaN
343.68700000000001	3	6	1	1.226	0	NaN
354.65600000000001	3	2	1	1.452	0	NaN
365.27499999999998	3	2	1	1.2130000000000001	0	NaN
376.072	3	6	1	1.448	0	NaN
387.27100000000002	3	6	1	1.865	0	NaN
397.798	3	4	0	NaN	0	NaN
408.74900000000002	3	4	0	NaN	0	NaN
