onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	4	0	NaN	0	NaN
11.282999999999999	3	2	1	1.0780000000000001	0	NaN
21.873000000000001	3	4	0	NaN	0	NaN
33.100000000000001	3	2	1	1.7729999999999999	0	NaN
44.054000000000002	3	4	0	NaN	0	NaN
55.295999999999999	3	6	1	1.7270000000000001	0	NaN
66.102000000000004	3	4	0	NaN	0	NaN
76.790000000000006	3	4	0	NaN	0	NaN
87.965000000000003	3	2	1	1.004	0	NaN
98.756	3	4	0	NaN	0	NaN
109.517	3	4	0	NaN	0	NaN
120.62	3	3	1	0.77400000000000002	0	NaN
131.42400000000001	3	4	0	NaN	0	NaN
142.62299999999999	3	2	1	1.956	0	NaN
153.78800000000001	3	2	1	1.03	0	NaN
164.839	3	4	0	NaN	0	NaN
176.358	3	2	1	2.6139999999999999	0	NaN
186.767	3	4	0	NaN	0	NaN
197.64400000000001	3	6	1	1.6160000000000001	0	NaN
208.45699999999999	3	5	0	NaN	0	NaN
220.083	3	2	1	1.05	0	NaN
231.22999999999999	3	2	1	1.016	0	NaN
242.04400000000001	3	6	0	NaN	1	248.36600000000001
253.18700000000001	3	2	1	0.98399999999999999	0	NaN
263.60000000000002	3	6	1	1.1899999999999999	0	NaN
274.69499999999999	3	6	1	0.89100000000000001	0	NaN
285.55700000000002	3	2	1	0.73699999999999999	0	NaN
296.12299999999999	3	6	1	0.86499999999999999	0	NaN
306.911	3	4	0	NaN	0	NaN
317.73599999999999	3	6	1	1.2450000000000001	0	NaN
328.85899999999998	3	4	0	NaN	0	NaN
339.88299999999998	3	6	1	0.93600000000000005	0	NaN
351.178	3	2	1	0.96299999999999997	0	NaN
361.59699999999998	3	2	1	1.1899999999999999	0	NaN
372.79300000000001	3	6	1	0.64600000000000002	0	NaN
383.78300000000002	3	6	1	0.76900000000000002	0	NaN
394.68900000000002	3	4	0	NaN	0	NaN
405.97699999999998	3	4	0	NaN	0	NaN
