onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	4	0	NaN	0	NaN
10.75	3	4	0	NaN	0	NaN
22.265999999999998	3	2	1	0.96899999999999997	0	NaN
32.642000000000003	3	3	0	NaN	0	NaN
43.588999999999999	3	3	0	NaN	0	NaN
54.399000000000001	3	6	1	2.0569999999999999	0	NaN
65.685000000000002	3	7	0	NaN	0	NaN
76.397000000000006	3	3	0	NaN	0	NaN
87.647000000000006	3	2	1	0.81000000000000005	0	NaN
98.661000000000001	3	2	1	2.2850000000000001	0	NaN
109.676	3	6	1	1.093	0	NaN
120.89700000000001	3	2	1	1.2250000000000001	0	NaN
131.30000000000001	3	2	1	1.3129999999999999	0	NaN
142.46899999999999	3	1	1	1.5980000000000001	0	NaN
153.36199999999999	3	6	1	1.0349999999999999	0	NaN
164.42400000000001	3	5	0	NaN	0	NaN
175.28100000000001	3	4	0	NaN	0	NaN
186.47999999999999	3	2	0	NaN	1	192.83699999999999
197.99700000000001	3	2	1	0.92700000000000005	0	NaN
209.31200000000001	3	4	0	NaN	0	NaN
220.41	3	2	1	2.391	0	NaN
230.852	3	3	0	NaN	0	NaN
241.554	3	1	0	NaN	0	NaN
252.84200000000001	3	4	0	NaN	0	NaN
264.29300000000001	3	7	0	NaN	0	NaN
275.64299999999997	3	3	0	NaN	0	NaN
286.64999999999998	3	4	0	NaN	0	NaN
298.26600000000002	3	2	1	3.0609999999999999	0	NaN
309.387	3	7	0	NaN	0	NaN
320.96699999999998	3	2	0	NaN	1	327.30099999999999
331.86799999999999	3	2	1	0.86499999999999999	0	NaN
342.44200000000001	3	4	0	NaN	0	NaN
353.87400000000002	3	4	0	NaN	0	NaN
365.45299999999997	3	2	1	1.056	0	NaN
376.59399999999999	3	4	0	NaN	0	NaN
387.56	3	3	0	NaN	0	NaN
398.36099999999999	3	3	0	NaN	0	NaN
409.86099999999999	3	2	1	1.329	0	NaN
