onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	6	1	2.766	0	NaN
11.351000000000001	3	4	0	NaN	0	NaN
22.295000000000002	3	6	1	2.0009999999999999	0	NaN
33.249000000000002	3	4	0	NaN	0	NaN
44.866	3	6	1	2.0139999999999998	0	NaN
55.411999999999999	3	6	1	2.1110000000000002	0	NaN
65.960999999999999	3	4	0	NaN	0	NaN
76.950000000000003	3	5	0	NaN	0	NaN
88.521000000000001	3	4	0	NaN	0	NaN
99.557000000000002	3	4	0	NaN	0	NaN
110.5	3	6	1	1.4279999999999999	0	NaN
121.002	3	6	1	2.4220000000000002	0	NaN
131.76900000000001	3	6	1	1.371	0	NaN
142.50399999999999	3	1	1	2.073	0	NaN
152.99600000000001	3	4	0	NaN	0	NaN
164.11199999999999	3	4	0	NaN	0	NaN
174.858	3	2	0	NaN	1	181.18299999999999
186.286	3	2	1	1.988	0	NaN
196.654	3	2	0	NaN	1	202.95699999999999
208.03100000000001	3	7	1	1.754	0	NaN
219.18000000000001	3	6	1	1.645	0	NaN
229.77699999999999	3	4	0	NaN	0	NaN
240.90600000000001	3	6	0	NaN	1	247.21600000000001
252.292	3	4	0	NaN	0	NaN
263.01299999999998	3	7	1	0.94299999999999995	0	NaN
273.88400000000001	3	2	1	1.528	0	NaN
284.89299999999997	3	4	0	NaN	0	NaN
295.779	3	5	0	NaN	0	NaN
307.26799999999997	3	2	1	1.9650000000000001	0	NaN
318.60199999999998	3	2	1	1.8400000000000001	0	NaN
329.80599999999998	3	6	1	2.3500000000000001	0	NaN
340.68099999999998	3	6	1	1.2430000000000001	0	NaN
351.31400000000002	3	6	1	1.5629999999999999	0	NaN
362.41800000000001	3	4	0	NaN	0	NaN
373.32299999999998	3	2	1	1.226	0	NaN
384.64400000000001	3	1	1	1.8799999999999999	0	NaN
395.61900000000003	3	2	1	1.3440000000000001	0	NaN
406.62599999999998	3	4	0	NaN	0	NaN
