onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	6	0	NaN	0	NaN
10.884	3	4	0	NaN	0	NaN
22.469000000000001	3	6	0	NaN	1	28.800999999999998
34.033000000000001	3	4	0	NaN	0	NaN
45.497	3	6	1	1.6519999999999999	0	NaN
56.421999999999997	3	6	1	1.3240000000000001	0	NaN
67.563999999999993	3	4	0	NaN	0	NaN
78.534999999999997	3	5	0	NaN	0	NaN
89.399000000000001	3	4	0	NaN	0	NaN
100.401	3	4	0	NaN	0	NaN
111.684	3	6	1	1.6519999999999999	0	NaN
122.884	3	6	1	1.5669999999999999	0	NaN
133.518	3	6	1	1.542	0	NaN
144.28399999999999	3	1	0	NaN	0	NaN
155.80500000000001	3	4	0	NaN	0	NaN
167.084	3	4	0	NaN	0	NaN
178.71600000000001	3	2	0	NaN	1	185.05500000000001
189.767	3	2	0	NaN	1	196.11799999999999
201.429	3	2	1	1.0349999999999999	0	NaN
212.47	3	7	0	NaN	0	NaN
223.37200000000001	3	6	1	1.141	0	NaN
234.197	3	4	0	NaN	0	NaN
245.209	3	6	1	1.651	0	NaN
256.16199999999998	3	4	0	NaN	0	NaN
267.62099999999998	3	7	0	NaN	0	NaN
278.36599999999999	3	2	1	1.228	0	NaN
289.548	3	4	0	NaN	0	NaN
301.04700000000003	3	5	1	1.675	0	NaN
311.779	3	2	1	1.0109999999999999	0	NaN
322.57400000000001	3	2	1	1.4450000000000001	0	NaN
333.50299999999999	3	6	1	1.458	0	NaN
344.56099999999998	3	6	1	1.637	0	NaN
355.66500000000002	3	6	1	1.5089999999999999	0	NaN
366.798	3	4	0	NaN	0	NaN
377.83999999999997	3	2	1	1.268	0	NaN
388.63099999999997	3	1	0	NaN	0	NaN
400.24599999999998	3	2	1	1.3340000000000001	0	NaN
411.17700000000002	3	4	0	NaN	0	NaN
