onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	5	0	NaN	0	NaN
10.775	3	2	0	NaN	0	NaN
21.869	3	6	0	NaN	1	28.190000000000001
33.387999999999998	3	1	0	NaN	0	NaN
45.203000000000003	3	4	0	NaN	0	NaN
56.898000000000003	3	2	0	NaN	1	63.287999999999997
68.730000000000004	3	7	0	NaN	0	NaN
80.051000000000002	3	6	1	1.252	0	NaN
91.122	3	6	1	1.6890000000000001	0	NaN
102.46899999999999	3	1	0	NaN	0	NaN
113.383	3	7	0	NaN	0	NaN
124.98	3	4	0	NaN	0	NaN
136.03999999999999	3	6	1	1.1439999999999999	0	NaN
146.42699999999999	3	6	1	0.89600000000000002	0	NaN
157.53399999999999	3	2	1	1.1899999999999999	0	NaN
168.05000000000001	3	2	1	2.0419999999999998	0	NaN
178.55199999999999	3	4	0	NaN	0	NaN
189.80099999999999	3	4	0	NaN	0	NaN
200.68100000000001	3	6	1	1.7150000000000001	0	NaN
211.36699999999999	3	6	1	1.4279999999999999	0	NaN
222.125	3	6	1	1.341	0	NaN
232.911	3	2	1	1.6120000000000001	0	NaN
243.66200000000001	3	6	0	NaN	1	249.983
255.07400000000001	3	4	0	NaN	0	NaN
265.88499999999999	3	6	1	0.93700000000000006	0	NaN
276.44400000000002	3	6	1	0.84999999999999998	0	NaN
286.91000000000003	3	4	0	NaN	0	NaN
297.91399999999999	3	4	0	NaN	0	NaN
309.32999999999998	3	5	0	NaN	0	NaN
320.20600000000002	3	4	0	NaN	0	NaN
331.58300000000003	3	2	1	1.2549999999999999	0	NaN
342.62799999999999	3	6	1	1.371	0	NaN
353.80399999999997	3	2	1	1.048	0	NaN
364.99000000000001	3	4	0	NaN	0	NaN
375.93000000000001	3	7	0	NaN	0	NaN
386.887	3	6	1	1.472	0	NaN
397.75400000000002	3	2	1	1.2430000000000001	0	NaN
408.43200000000002	3	7	0	NaN	0	NaN
