onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	6	0	NaN	1	6.3470000000000004
11.157	3	4	0	NaN	0	NaN
22.18	3	1	0	NaN	0	NaN
33.689	3	2	1	1.585	0	NaN
44.466999999999999	3	5	0	NaN	0	NaN
55.363999999999997	3	2	1	1.982	0	NaN
66.313999999999993	3	6	1	1.6559999999999999	0	NaN
77.141999999999996	3	2	1	2.915	0	NaN
88.480999999999995	3	6	1	1.8120000000000001	0	NaN
99.781000000000006	3	4	0	NaN	0	NaN
111.239	3	6	0	NaN	1	117.569
122.79000000000001	3	4	0	NaN	0	NaN
134.20699999999999	3	5	0	NaN	0	NaN
145.749	3	3	1	2.1230000000000002	0	NaN
156.173	3	1	0	NaN	0	NaN
167.178	3	2	1	2.9129999999999998	0	NaN
177.61799999999999	3	2	1	1.532	0	NaN
188.81200000000001	3	1	0	NaN	0	NaN
199.982	3	7	0	NaN	0	NaN
211.03700000000001	3	4	0	NaN	0	NaN
221.88300000000001	3	1	0	NaN	0	NaN
233.09399999999999	3	6	1	1.5469999999999999	0	NaN
243.74100000000001	3	2	1	1.77	0	NaN
254.172	3	2	1	2.4809999999999999	0	NaN
264.62599999999998	3	6	1	1.012	0	NaN
275.06	3	4	0	NaN	0	NaN
286.15699999999998	3	5	0	NaN	0	NaN
296.91399999999999	3	5	0	NaN	0	NaN
307.97800000000001	3	2	1	1.72	0	NaN
319.23899999999998	3	2	0	NaN	1	325.55700000000002
330.38200000000001	3	4	0	NaN	0	NaN
341.14100000000002	3	6	1	1.425	0	NaN
352.07100000000003	3	6	1	1.8340000000000001	0	NaN
363.29899999999998	3	6	0	NaN	0	NaN
374.30700000000002	3	3	0	NaN	0	NaN
384.97399999999999	3	6	1	1.9930000000000001	0	NaN
395.48399999999998	3	6	0	NaN	0	NaN
406.22699999999998	3	6	1	2.2829999999999999	0	NaN
