onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	5	0	NaN	0	NaN
10.885	3	2	0	NaN	0	NaN
21.809000000000001	3	6	0	NaN	1	28.135999999999999
33.485999999999997	3	1	0	NaN	0	NaN
44.738999999999997	3	4	0	NaN	0	NaN
55.872	3	2	0	NaN	1	62.204000000000001
67.326999999999998	3	7	0	NaN	0	NaN
78.804000000000002	3	6	0	NaN	0	NaN
89.962000000000003	3	6	0	NaN	1	96.293000000000006
100.967	3	1	1	1.7430000000000001	0	NaN
111.79600000000001	3	7	0	NaN	0	NaN
122.873	3	4	0	NaN	0	NaN
134.48400000000001	3	6	1	1.4470000000000001	0	NaN
145.458	3	6	1	1.7569999999999999	0	NaN
156.50299999999999	3	2	1	2.1970000000000001	0	NaN
167.589	3	2	1	1.8180000000000001	0	NaN
178.28999999999999	3	4	0	NaN	0	NaN
189.44300000000001	3	4	0	NaN	0	NaN
200.63300000000001	3	6	1	2.605	0	NaN
211.15199999999999	3	6	1	2.0920000000000001	0	NaN
222.071	3	6	1	1.7370000000000001	0	NaN
233.113	3	2	0	NaN	0	NaN
244.19200000000001	3	6	1	2.3980000000000001	0	NaN
255.38800000000001	3	4	0	NaN	0	NaN
266.76900000000001	3	6	1	1.829	0	NaN
277.495	3	6	1	1.853	0	NaN
288.298	3	4	0	NaN	0	NaN
299.30099999999999	3	4	0	NaN	0	NaN
310.69200000000001	3	5	1	1.476	0	NaN
321.79599999999999	3	4	0	NaN	0	NaN
332.904	3	2	0	NaN	1	339.23700000000002
344.41800000000001	3	6	1	2.4529999999999998	0	NaN
355.72399999999999	3	2	1	1.998	0	NaN
366.85899999999998	3	4	0	NaN	0	NaN
378.18900000000002	3	7	1	2.202	0	NaN
388.65300000000002	3	6	1	2.1459999999999999	0	NaN
399.399	3	2	1	2.5259999999999998	0	NaN
410.33600000000001	3	7	1	1.6899999999999999	0	NaN
