onset	duration	trial_type	response	response_time	outcome	outcome_time
0	3	4	0	NaN	0	NaN
11.474	3	4	0	NaN	0	NaN
22.393999999999998	3	2	1	0.88500000000000001	0	NaN
33.286999999999999	3	3	1	0.751	0	NaN
44.622	3	3	0	NaN	0	NaN
56.009	3	6	1	0.98799999999999999	0	NaN
67.245999999999995	3	7	1	1.528	0	NaN
78.028000000000006	3	3	0	NaN	0	NaN
89.162999999999997	3	2	1	1.1060000000000001	0	NaN
100.071	3	2	1	1.0029999999999999	0	NaN
110.68600000000001	3	6	1	1.4259999999999999	0	NaN
121.78700000000001	3	2	1	1.2529999999999999	0	NaN
132.63999999999999	3	2	1	1.7929999999999999	0	NaN
143.63499999999999	3	1	0	NaN	0	NaN
154.56200000000001	3	6	1	1.355	0	NaN
165.04499999999999	3	5	0	NaN	0	NaN
176.15000000000001	3	4	0	NaN	0	NaN
187.154	3	2	1	0.92800000000000005	0	NaN
198.28800000000001	3	2	1	1.0389999999999999	0	NaN
209.42099999999999	3	4	0	NaN	0	NaN
220.70599999999999	3	2	1	1.0720000000000001	0	NaN
231.21600000000001	3	3	0	NaN	0	NaN
241.84800000000001	3	1	0	NaN	0	NaN
253.036	3	4	0	NaN	0	NaN
263.983	3	7	0	NaN	0	NaN
275.53100000000001	3	3	0	NaN	0	NaN
287.12299999999999	3	4	0	NaN	0	NaN
298.036	3	2	1	0.94299999999999995	0	NaN
309.18900000000002	3	7	0	NaN	0	NaN
320.70999999999998	3	2	1	1.085	0	NaN
331.66000000000003	3	2	1	0.93100000000000005	0	NaN
342.892	3	4	0	NaN	0	NaN
354.49000000000001	3	4	0	NaN	0	NaN
365.68400000000003	3	2	1	1.2310000000000001	0	NaN
376.75999999999999	3	4	0	NaN	0	NaN
387.98200000000003	3	3	0	NaN	0	NaN
398.63200000000001	3	3	0	NaN	0	NaN
409.721	3	2	1	0.93100000000000005	0	NaN
